"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"XM-DAC-41116-PROJECT-02049","Protecting the Marine Environment from Land-Based Pollution through Coordinated and Strengthened Global Action","United Nations Environment Programme (UNEP)","20,164,898","20,164,898","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41116-PROJECT-02049",2
"GB-GOV-3-BC-101","British Council: budgets &amp; payments","UK - Foreign, Commonwealth and Development Office","1,440,407,200","1,385,913,300","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-3-BC-101",2
"GB-GOV-1-300970-105","Support to the Ministry of Justice to enable the unification of the Prosecutorial Services","UK - Foreign, Commonwealth and Development Office","2,113,018","875,225","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-105",2
"GB-GOV-1-300970-403","Development of a National Anti-Corruption Strategy for Jamaica","UK - Foreign, Commonwealth and Development Office","122,605","22,553","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-403",2
"GB-GOV-1-300970-402","Strengthening Civil Society to Combat Corruption and Serious Organized Crime","UK - Foreign, Commonwealth and Development Office","182,826","182,826","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-402",2
"GB-GOV-1-300970-111","Establishment of a Digital Forensic Escalation Unit","UK - Foreign, Commonwealth and Development Office","549,269","854,656","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-111",2
"GB-GOV-1-300970-106","Support to Ministry of Finance-Financial Investigations Division to recover assets acquired by corruption and organised crime.","UK - Foreign, Commonwealth and Development Office","562,030","240,853","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-106",2
"GB-GOV-1-300970-405","Illicit Finance in the Caribbean Regional Dialogue","UK - Foreign, Commonwealth and Development Office","161,008","40,252","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-405",2
"GB-GOV-1-300970-104","Support to the Integrity Commission to ensure that anti-corruption institutions in Jamaica are effective and accountable.","UK - Foreign, Commonwealth and Development Office","1,998,199","1,139,685","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-104",2
"GB-GOV-1-300970-103","Support to the Independent Commission of Investigations to hold public officials accountable for the abuse of power.","UK - Foreign, Commonwealth and Development Office","3,357,881","3,044,596","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-103",2
"GB-GOV-1-300970-102","Support to the Financial Investigations Division to recover assets acquired by corruption and organised crime.","UK - Foreign, Commonwealth and Development Office","3,153,948","2,935,198","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-102",2
"GB-GOV-1-300970-101","Support to Major Organised Crime &amp; Anti-Corruption Agency to combat corruption and organised crime.","UK - Foreign, Commonwealth and Development Office","5,835,833","4,516,943","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-101",2
"GB-GOV-1-300970","Serious Organised Crime and Anti-Corruption Programme","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970",2
"GB-GOV-1-300970-404","Capacity Assessment of Anti-Corruption and Serious Organized Crime Organizations in Jamaica","UK - Foreign, Commonwealth and Development Office","60,645",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-GOV-1-300970-404",2
"XM-DAC-41301-717222","Improving Rural Livelihoods through Resilient Agri-food Systems","Food and Agriculture Organization of the United Nations (FAO)","970,874","42,503","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-717222",2
"XM-DAC-41301-702462","Improving Phytosanitary, Food Safety and market access opportunities along the Hot Pepper Value-Chai","Food and Agriculture Organization of the United Nations (FAO)","1,065,392","423,663","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41301-702462",2
"XI-IATI-EC_INTPA-2023-PC-15248","Activity under preparation Communication and Visibility of the Citizen Security Plan and the EU Support to Citizen Security in Jamaica Programme","European Commission - International Partnerships",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-15248",1
"XI-IATI-EC_INTPA-2023-PC-33153","Communication and Visibility of the Citizen Security Plan and the EU Support to Citizen Security in Jamaica","European Commission - International Partnerships","298,622","119,449","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-33153",2
"CA-3-P010161001","Canada-CARICOM Expert Deployment Mechanism","Canada - Global Affairs Canada | Affaires mondiales Canada","3,123,868","1,492,796","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P010161001",2
"XI-IATI-CWSEC-Q0201","Strengthening Electoral Process Through Full Cycle Approach","The Commonwealth Secretariat","835,307","835,307","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0201",2
"XI-IATI-CWSEC-Q0306","Cyber Frameworks","The Commonwealth Secretariat","745,178","745,178","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0306",2
"XI-IATI-CWSEC-Q0301","Effective rule of law frameworks","The Commonwealth Secretariat","35,252","35,252","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0301",2
"US-GOV-1-72053220C00001","Community Violence Prevention (CVP) Activity","United States Agency for International Development (USAID)","15,526,784","9,903,135","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72053220C00001",2
"XI-IATI-CWSEC-Q0603","Institutionalise Commonwealth Meridian to support public finance management through effective debt management and improved debt data transparency","The Commonwealth Secretariat","203,728","203,728","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0603",2
"XI-IATI-CWSEC-Q0701","Natural Resources","The Commonwealth Secretariat","296,972","296,972","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0701",2
"XI-IATI-CWSEC-Q1001","Improved Access Climate Finance","The Commonwealth Secretariat","1,496,424","1,496,424","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q1001",2
"XI-IATI-CWSEC-Q1301","Youth Mainstreaming, Participation and Inclusion","The Commonwealth Secretariat","572,414","572,414","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q1301",2
"XI-IATI-CWSEC-Q1302","Professionalisation of Youth Work","The Commonwealth Secretariat","133,476","133,476","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q1302",2
"XI-IATI-CWSEC-Q0501","Trade Competitiveness","The Commonwealth Secretariat","272,622","272,622","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-CWSEC-Q0501",2
"XI-IATI-EC_INTPA-2022-PC-21579","The BRIDGE Project (Building through Reintegration, Intervention, Development, Growth and Education","European Commission - International Partnerships","404,545","177,335","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2022-PC-21579",2
"XI-IATI-EC_INTPA-2021-ACT-61130","Activity under preparation European Union-Jamaica Cooperation Facility","European Commission - International Partnerships","1,695,592",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2021-ACT-61130",1
"US-GOV-1-AID-OAA-A-17-00017","Breakthrough-ACTION","United States Agency for International Development (USAID)","454,078,660","381,051,500","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-OAA-A-17-00017",2
"US-GOV-1-7200AA20N00003","USAID/LAC Bureau Institutional Support Contract","United States Agency for International Development (USAID)","13,337,554","10,954,821","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA20N00003",2
"US-GOV-1-72MC1020N00005","USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.","United States Agency for International Development (USAID)","9,497,975","11,122,976","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72MC1020N00005",2
"US-GOV-1-7200AA19F00014","USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.","United States Agency for International Development (USAID)","202,113,940","160,020,980","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA19F00014",2
"US-GOV-12-1131PL21GH91212","Technical Assistance - GPI: TA for the Ministry of Finance and Public Service, Government of Jamaica, through Enterprise - United States Unknown","United States Trade and Development Agency","1,017,125",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-12-1131PL21GH91212",3
"US-GOV-1-72053219CA00001","Support for Vulnerable Populations","United States Agency for International Development (USAID)","8,882,354","7,907,759","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-72053219CA00001",2
"US-GOV-14-NU2GGH002260-41087","CDC-GH20-2034.NU2GSupport HIV/AIDS Prevention, Care, and Treatment Activities f","United States Health and Human Services","1,561,076","929,746","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002260-41087",3
"US-GOV-14-NU2GGH002265-41157","CDC-RFA-GH20-2011.NU2GSupport for Laboratory Diagnosis and Monitoring to Scale","United States Health and Human Services","215,322","718,594","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002265-41157",3
"US-GOV-14-NU2GGH002265-45204","GH20-2011 Support for Laboratory Diagnosis and Monitoring to Scale Up and Improve HIV/AIDS Care and Treatment Services, and Strengthen Global Health Security for Caribbean Countries Supported under the President's Emergency Plan for AIDS Relief (PEPFAR)","United States Health and Human Services","55,000","292,048","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002265-45204",3
"US-GOV-14-NU2GGH002265-45206","GH20-2011 Support for Laboratory Diagnosis and Monitoring to Scale Up and Improve HIV/AIDS Care and Treatment Services, and Strengthen Global Health Security for Caribbean Countries Supported under the President's Emergency Plan for AIDS Relief (PEPFAR) - 2020","United States Health and Human Services","800,000","267,288","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002265-45206",3
"US-GOV-14-NU2GGH002265-47222","Support for Laboratory Diagnosis and Monitoring to Scale Up and Improve HIV/AIDS Care and Treatment Services, and Strengthen Global Health Security for Caribbean Countries Supported under the President's Emergency Plan for AIDS Relief (PEPFAR) - 2020","United States Health and Human Services","250,000","74,370","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002265-47222",3
"US-GOV-14-NU2GGH002267-41322","CDC-RFA-GH20-2136.NU2G Strengthening Access to and Delivery of Quality Public He","United States Health and Human Services","3,281","3,281","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-41322",3
"US-GOV-14-NU2GGH002267-41323","CDC-RFA-GH20-2136.NU2G Strengthening Access to and Delivery of Quality Public He","United States Health and Human Services","414,873","1,013,489","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-41323",3
"US-GOV-14-NU2GGH002267-41324","CDC-RFA-GH20-2136.NU2G Strengthening Access to and Delivery of Quality Public He","United States Health and Human Services","207,954","207,954","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-41324",3
"US-GOV-14-NU2GGH002267-45607","GH20-2136 Strengthening Access to and Delivery of Quality Public Health Services for Prevention, Care and Treatment of HIV, STIs, and TB, Addressing Diseases of Public Health Importance, and Advancing Global Health Security in Jamaica under PEPFAR","United States Health and Human Services","525,000","101,232","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-45607",3
"US-GOV-14-NU2GGH002267-45609","GH20-2136 Strengthening Access to and Delivery of Quality Public Health Services for Prevention, Care and Treatment of HIV, STIs, and TB, Addressing Diseases of Public Health Importance, and Advancing Global Health Security in Jamaica under PEPFAR - 2020","United States Health and Human Services","-3,281","-3,281","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-45609",3
"US-GOV-14-NU2GGH002267-45610","GH20-2136 Strengthening Access to and Delivery of Quality Public Health Services for Prevention, Care and Treatment of HIV, STIs, and TB, Addressing Diseases of Public Health Importance, and Advancing Global Health Security in Jamaica under PEPFAR - 2020","United States Health and Human Services","869,032","-530,370","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-45610",3
"US-GOV-14-NU2GGH002267-47065","Strengthening Access to and Delivery of Quality Public Health Services for Prevention, Care and Treatment of HIV, STIs, and TB, Addressing Diseases of Public Health Importance, and Advancing Global Health Security in Jamaica under PEPFAR - 2020","United States Health and Human Services","43,930","767,307","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-14-NU2GGH002267-47065",3
"44000-P166279","Second Rural Economic Development Initiative (REDI II) Project","The World Bank","40,000,000","7,251,257","USD","https://d-portal.org/ctrack.html#view=act&aid=44000-P166279",2
"XI-IATI-EC_INTPA-2020-PCC-421086","Programme Estimate H2O: 'A JAMAICAN PATH FROM HILLS TO OCEAN'","European Commission - International Partnerships","5,964,022","1,618,706","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-421086",2
"XM-DAC-47015-19376_Bilateral_EC-EuropeanCommission_CIFOR","Grant: Central Component Sustainable Landscapes Initiatives - Landscape for Our Future. (Bilateral)","CGIAR","4,679,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-19376_Bilateral_EC-EuropeanCommission_CIFOR",2
"US-GOV-1-7200AA19CA00004","Translating Data for Implementation (DFI)","United States Agency for International Development (USAID)","82,294,296","70,848,784","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-7200AA19CA00004",2
"XI-IATI-IADB-JA-L1056","Energy Management and Efficiency Programme","Inter-American Development Bank","5,057,747","5,057,747","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-JA-L1056",2
"US-GOV-21-52865","Promoting Climate Smart Agriculture through Adaptable Technology -Jamaica","Inter-American Foundation","24,600","24,600","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-52865",3
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM05","Cultural change fostered and organizational performance enhanced through coordination of the WHO-wide transformation agenda","World Health Organization (WHO)","15,861",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM05",2
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM04","Planning, allocation of resources, monitoring and reporting based on country priorities, carried out to achieve country impact, value-for-money and the strategic priorities of GPW 13","World Health Organization (WHO)","19,825",269,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM04",2
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM03","Strategic priorities resourced in a predictable, adequate and flexible manner through strengthening partnerships","World Health Organization (WHO)","13,217",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM02","The Secretariat operates in an accountable, transparent, compliant and risk management-driven manner including through organizational learning and a culture of evaluation","World Health Organization (WHO)","22,469","1,716","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM01","Leadership, governance and external relations enhanced to implement GPW 13 and drive impact in an aligned manner at the country level, on the basis of strategic communications and in accordance with the Sustainable Development Goals in the context of United Nations reform","World Health Organization (WHO)","133,494","15,257","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-04.001.AM01.JAM03","Strengthened evidence base, prioritization and uptake of WHO generated norms and standards and improved research capacity and the ability to effectively and sustainably scale up innovations, including digital technology, in countries.","World Health Organization (WHO)","42,295",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.001.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-04.001.AM01.JAM02","GPW 13 impacts and outcomes, global and regional health trends, Sustainable Development Goal indicators, health inequalities and disaggregated data monitored","World Health Organization (WHO)","44,939",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-04.001.AM01.JAM01","Countries enabled to strengthen data, analytics and health information systems to inform policy and deliver impacts.","World Health Organization (WHO)","105,737",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-03.003.AM01.JAM02","Countries supported to create an enabling environment for healthy settings","World Health Organization (WHO)","117,633",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.003.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-03.003.AM01.JAM01","Countries enabled to address environmental determinants, including climate change","World Health Organization (WHO)","88,555","6,148","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.003.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-03.002.AM01.JAM02","Countries enabled to reinforce partnerships across sectors, as well as governance mechanisms, laws and fiscal measures","World Health Organization (WHO)","137,459",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.002.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-03.002.AM01.JAM01","Countries enabled to address risk factors through multisectoral actions","World Health Organization (WHO)","145,389",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.002.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-03.001.AM01.JAM02","Countries enabled to strengthen equitable access to safe, healthy and sustainably produced foods through a One Health approach","World Health Organization (WHO)","11,895","5,563","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-03.001.AM01.JAM01","Countries enabled to address social determinants of health across the life course","World Health Organization (WHO)","72,694",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-03.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.003.AM01.JAM03","Essential health services and systems maintained and strengthened in fragile, conflict-affected and vulnerable settings","World Health Organization (WHO)","23,130",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.003.AM01.JAM03",2
"CA-3-P006153001","Sustainable Agriculture in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","15,447,631","9,149,196","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P006153001",2
"XM-DAC-928-JM-2024-25-04.003.AM01.JAM04","Safe and secure environment, with efficient infrastructure maintenance, cost-effective support services and responsive supply chain, including occupational health and safety","World Health Organization (WHO)","99,128","8,714","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.003.AM01.JAM04",2
"XM-DAC-928-JM-2024-25-04.003.AM01.JAM03","Effective, innovative and secure digital platforms and services aligned with the needs of users, corporate functions, technical programmes and health emergencies operations","World Health Organization (WHO)","37,008","9,463","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.003.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-04.003.AM01.JAM02","Effective and efficient management and development of human resources to attract, recruit and retain talent for successful programme delivery","World Health Organization (WHO)","70,051","7,454","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.003.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-04.003.AM01.JAM01","Sound financial practices and oversight managed through an efficient and effective internal control framework","World Health Organization (WHO)","125,563","2,288","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.003.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-04.002.AM01.JAM06","?Leave no one behind? approach focused on equity, gender and human rights progressively incorporated and monitored","World Health Organization (WHO)","52,869",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-04.002.AM01.JAM06",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM04","Research and development agenda defined and research coordinated in line with public health priorities","World Health Organization (WHO)","11,895",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM04",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM03","Country and regional regulatory capacity strengthened, and supply of quality-assured and safe health products improved, including through prequalification services","World Health Organization (WHO)","81,286",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM02","Improved and more equitable access to health products through global market shaping and supporting countries to monitor and ensure efficient and transparent procurement and supply systems","World Health Organization (WHO)","65,425",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM01","Provision of authoritative guidance and standards on quality, safety and efficacy of health products, essential medicines and diagnostics lists","World Health Organization (WHO)","35,686",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-01.002.AM01.JAM03","Countries enabled to improve institutional capacity for transparent decision-making in priority-setting and resource allocation and analysis of the impact of health in the national economy","World Health Organization (WHO)","14,539",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.002.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-01.002.AM01.JAM02","Countries enabled to produce and analyse information on financial protection, equity and health expenditures and to use this information to track progress and inform decision-making","World Health Organization (WHO)","26,434",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.002.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-01.002.AM01.JAM01","Countries enabled to develop and implement equitable health financing strategies and reforms to sustain progress towards universal health coverage","World Health Organization (WHO)","28,417",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.002.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM05","Countries enabled to strengthen their health and care  workforce","World Health Organization (WHO)","59,477",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM05",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM04","Countries? health governance capacity strengthened for improved transparency, accountability, responsiveness and empowerment of communities","World Health Organization (WHO)","118,955",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM04",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM03","Countries enabled to strengthen their health systems to address population-specific health needs and barriers to equity across the life course","World Health Organization (WHO)","198,258",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM02","Countries enabled to strengthen their health systems to deliver on condition- and disease-specific service coverage results","World Health Organization (WHO)","473,175","20,310","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-01.001.AM01.JAM01","Countries enabled to provide high-quality, people-centred health services, based on primary health care strategies and comprehensive essential service packages","World Health Organization (WHO)","337,038",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.003.AM01.JAM02","Acute health emergencies rapidly responded to, leveraging relevant national and international capacities","World Health Organization (WHO)","68,730",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.003.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.003.AM01.JAM01","Potential health emergencies rapidly detected, and risks assessed and communicated","World Health Organization (WHO)","109,703",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.003.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM03","Mitigate the risk of the emergence and re-emergence of high-threat pathogens and improve pandemic preparedness","World Health Organization (WHO)","59,477","5,563","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM02","Proven prevention strategies for priority/epidemic-prone diseases implemented at scale","World Health Organization (WHO)","213,458",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.002.AM01.JAM01","Research agendas, predictive models and innovative tools, products and interventions available for high-threat pathogens","World Health Organization (WHO)","116,311",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.002.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM03","Countries operationally ready to assess and manage identified risks and vulnerabilities","World Health Organization (WHO)","104,416",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM03",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM02","Capacities for emergency preparedness strengthened in all countries","World Health Organization (WHO)","172,484","10,824","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM02",2
"XM-DAC-928-JM-2024-25-02.001.AM01.JAM01","All-hazards emergency preparedness capacities in countries assessed and reported","World Health Organization (WHO)","145,389","5,396","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-02.001.AM01.JAM01",2
"XM-DAC-928-JM-2024-25-01.003.AM01.JAM05","Countries enabled to address antimicrobial resistance through strengthened surveillance systems, laboratory capacity, infection prevention and control, awareness-raising and evidence-based policies and practices","World Health Organization (WHO)","87,233","5,563","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-928-JM-2024-25-01.003.AM01.JAM05",2
"XI-IATI-EC_INTPA-2023-PC-17688","Design and Implementation of Public Diplomacy and Communication Strategy in Jamaica","European Commission - International Partnerships","474,560","189,824","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-17688",2
"XM-DAC-47066-MD.0037","Mainstreaming Jamaica's National Migration and Development Policy at Local Levels","International Organization for Migration (IOM)","300,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47066-MD.0037",2
"XM-DAC-41116-PROJECT-02096","International Methane Emissions Observatory","United Nations Environment Programme (UNEP)","3,615,574","3,615,574","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41116-PROJECT-02096",2
"XI-IATI-IADB-JA-L1072","Implementation of the National Identification System (NIDS) for Economic Growth","Inter-American Development Bank","38,216,876","38,216,876","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-JA-L1072",2
"CA-3-P011284001","Enhancing Ecosystem and Coastal Protection in the Caribbean","Canada - Global Affairs Canada | Affaires mondiales Canada","8,774,675","2,005,672","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011284001",2
"XI-BRIDGE-6385676864-10289","Supporting Sustainable Transportation through the Shift to Electric Mobility in Jamaica","GEF Secretariat","1,784,862",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-10289",2
"CA-3-P011079001","Caribbean Organizations for a Resilient Environment (CORE)","Canada - Global Affairs Canada | Affaires mondiales Canada","5,849,783","1,096,834","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-P011079001",2
