"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2014/91001","Support to nationwide cholera response activities.","European Commission - Humanitarian Aid & Civil Protection","4,130,675","3,897,506","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2014%2F91001",3
"CA-3-A035500001","Support to Sustainable School Feeding Program in Haiti - 2013-2015","Canada - Global Affairs Canada | Affaires mondiales Canada","17,481,892","15,643,368","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A035500001",4
"SE-0-SE-6-52040410-5204041001-H","Oxfam RRM 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","5,841,643","6,047,979","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040410-5204041001-H",4
"SE-0-SE-6-52040410","Oxfam RRM 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040410",4
"SE-0-SE-6-52040402-5204040201-H","Action Against Hunger framework agreement         2012-2014 hum. support to ACF-France, country     programs - decision on agreement amendment 2013 - ACF frame 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","12,315,776","12,256,915","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040402-5204040201-H",4
"SE-0-SE-6-52040402","Action Against Hunger framework agreement         2012-2014 hum. support to ACF-France, country     programs - decision on agreement amendment 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040402",4
"DE-1-201332964-0","Community-based self-help reconstruction of houses after earth quake in Haiti in two rural villages of Carrefour (Procy and Bongars)","Germany - Ministry for Economic Cooperation and Development","739,904","587,306","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201332964-0",3
"GB-CHC-202918-HAIC88","Protection &amp;  assistance to internally displaced persons in six communes, Haiti","Oxfam GB","1,148,721","1,148,721","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC88",3
"CA-3-A032606001","Expanded Vaccination Program Support - Pan American Health Organization","Canada - Global Affairs Canada | Affaires mondiales Canada","16,454,151","14,918,512","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-A032606001",4
"GB-1-204032","Disaster emergency preparedness in Haiti- 2013 hurricane season","UK - Foreign, Commonwealth and Development Office",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-204032",3
"NL-KVK-40409352-PRJ08-172","Haiti earthquake 2010: water and sanitary facilities for affected families","Netherlands Red Cross",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-40409352-PRJ08-172",4
"GB-COH-1762840-HTI720-HC01-01","Access to Safe Water and Reduced Waterborne Diseases for 6,600 people in remote Haiti","HelpAge International","6,519","6,519","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-COH-1762840-HTI720-HC01-01",4
"US-GOV-1-AID-OFDA-G-14-00105","OFDA-2014-Medair","United States Agency for International Development (USAID)","474,356","474,354","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-OFDA-G-14-00105",3
"DE-1-201331917-0","Coordination of rural basic health care services at Diocese of les cayes","Germany - Ministry for Economic Cooperation and Development","128,798","99,284","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201331917-0",3
"GB-CHC-202918-HAIC89","Reducing the cholera prevalnce in the North-North East &amp; Port au Prince, Haiti","Oxfam GB","1,006,134","1,006,134","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC89",3
"GB-1-203755-102","Support to Haiti following Hurricane Sandy","UK - Foreign, Commonwealth and Development Office","11,302,801","11,400,583","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-1-203755-102",4
"US-501c3-522318905-SG-P114292","HT Emergency Bridge Reconst &amp; Vulnerab Reduction Project","AidData","20,879,716","11,118,662","USD","https://d-portal.org/ctrack.html#view=act&aid=US-501c3-522318905-SG-P114292",4
"44000-P114292","HT Emergency Bridge Reconst &amp; Vulnerab Reduction Project","The World Bank","19,931,384","19,354,808","USD","https://d-portal.org/ctrack.html#view=act&aid=44000-P114292",3
"US-EIN-300108263-GGProj:10451","Hurricane Sandy Relief Fund","GlobalGiving.org","615,072","615,072","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A10451",3
"NL-KVK-27378529-MAG14GEN02","Facilitating informal dialogue among middle grounders of different interest groups to further the interests of the least developed countries (LDCs)","Netherlands Enterprise Agency (RVO)","28,508","25,454","USD","https://d-portal.org/ctrack.html#view=act&aid=NL-KVK-27378529-MAG14GEN02",3
"XM-DAC-41302-28597 -1067 -2013-HTI102","Supporting the reform of Haiti's labor administration and the revision of its national labor code within the framework of the Better Work Haiti program","International Labour Organization (ILO)","146,523","146,523","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-28597%20-1067%20-2013-HTI102",3
"XM-DAC-41302-28597 -1067 -2012-HTI102","Supporting the reform of Haiti's labor administration and the revision of its national labor code within the framework of the Better Work Haiti program","International Labour Organization (ILO)","59,908","59,908","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-28597%20-1067%20-2012-HTI102",3
"XI-BRIDGE-6385676864-1663","Expedited Financing for (interim) Measures for Capacity Building in Priority Areas (Phase II)","GEF Secretariat","90,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-BRIDGE-6385676864-1663",4
"US-EIN-300108263-GGProj:16373","Give Mobility Devices for People in Haiti","GlobalGiving.org","5,721","5,721","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A16373",3
"XI-IATI-MIF-HA-S1008","CP-Marigot Development and implementation of financial products for housing for","Multilateral Investment Fund","300,000","600,000","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-MIF-HA-S1008",4
"XI-IATI-MIF-HA-S1009","CP:Fraternité- Development and implementation of financial products for housing","Multilateral Investment Fund","600,000","1,200,000","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-MIF-HA-S1009",4
"US-EIN-300108263-GGProj:20036","Child right training for 60 community leaders.","GlobalGiving.org",25,25,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A20036",3
"DE-1-201218783-0","Inclusion of children with disabilities in their communities","Germany - Ministry for Economic Cooperation and Development","1,026,995","851,241","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201218783-0",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2014/91002","Renforcer les moyens d'existence des populations les plus vulnérables affectées par les catastrophes climatiques de 2012 et 2013 et les accompagner dans l'amélioration de leurs pratiques pour une meilleure résistance aux chocs à long terme","European Commission - Humanitarian Aid & Civil Protection","1,479,645","1,435,849","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2014%2F91002",3
"GB-CHC-285776-HAI085","Reconstruction of permanent housing in earthquake affected ares of Jacmel","Catholic Agency For Overseas Development (CAFOD)","823,860","823,860","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-285776-HAI085",3
"US-EIN-300108263-GGProj:16308","Help stop cholera and save lives in Haiti","GlobalGiving.org",250,250,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A16308",3
"CA-3-M013798001","Caribbean Development Bank Special Development Fund's 8th Replenishment 2013/2015","Canada - Global Affairs Canada | Affaires mondiales Canada","31,401,612",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013798001",3
"GB-CHC-202918-HAIC77","Disaster preparedness in HAITI","Oxfam GB","96,078","96,078","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC77",3
"US-EIN-300108263-GGProj:4605","Earthquakes Dont Kill; Buildings Do: REBUILD HAITI","GlobalGiving.org","15,545","15,545","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A4605",3
"XM-DAC-41302-104979-1278-2015-HTI128","Purchase of paving stones - Project 16 neighbourhoods/ 6 camps","International Labour Organization (ILO)","13,200","13,200","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-104979-1278-2015-HTI128",3
"XI-IATI-UNPF-MPTF00084","JP Haiti Champs de Mars","UN Pooled Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-UNPF-MPTF00084",3
"CA-3-S064690001","Fondation Crudem - Program 2010-2015","Canada - Global Affairs Canada | Affaires mondiales Canada","2,122,673","1,978,284","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S064690001",4
"CA-3-D000604001","Cité Soleil Health Intervention - Oxfam-Québec Appeal 2014","Canada - Global Affairs Canada | Affaires mondiales Canada","1,517,447","1,420,923","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-D000604001",4
"DE-1-201332881-0","Improvement of rural habitat after earthquake at Petit-Goâve region","Germany - Ministry for Economic Cooperation and Development","822,116","641,903","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201332881-0",3
"XI-IATI-UNPF-00082582","JP Haiti champs de Mars","UN Pooled Funds",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-UNPF-00082582",3
"GB-CHC-202918-HAIC93","Improved food and nutrition security through agriculture &amp; agroforestry, Haiti","Oxfam GB","4,679","4,679","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC93",3
"GB-CHC-202918-HAIC68","Advocacy and Campaigns strategy to enhance civil society and governance in Haiti","Oxfam GB","264,272","264,272","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC68",3
"US-GOV-1-AID-EPP-I-03-03-00007","Technical Assistance for ECREEE and West Africa Power Pool","United States Agency for International Development (USAID)","121,180","121,180","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-1-AID-EPP-I-03-03-00007",3
"US-EIN-300108263-GGProj:17524","HHA's School Vision for Kay Anj Kids","GlobalGiving.org","24,550","24,550","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A17524",3
"US-EIN-300108263-GGProj:12453","Neonatal Intensive Care Unit in Haiti","GlobalGiving.org","13,060","13,060","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A12453",3
"US-GOV-21-HA-206-48264","Cine Institute","Inter-American Foundation","145,019","145,019","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-206-48264",3
"US-GOV-21-HA-206-49266","Cine Institute","Inter-American Foundation","79,650","79,650","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-206-49266",3
"US-GOV-21-HA-206-49265","Cine Institute","Inter-American Foundation","53,700",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-206-49265",3
"US-GOV-21-49267","Education/Training Grant","Inter-American Foundation","-11,024","-11,024","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-49267",3
"US-GOV-21-HA-204-48309","KOFAKAD - Development project of a training center and strengthening Kombit Fanm Kaskad-Dubreuil","Inter-American Foundation","18,870","18,870","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-204-48309",3
"US-GOV-21-HA-204-49325","Developmen project of a training center and strengthening Kombit Fanm Kaskad- Dubreuil, KOFAKAD.","Inter-American Foundation","17,825","17,825","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-204-49325",3
"US-GOV-21-HA-204-49324","Developmen project of a training center and strengthenin g Kombit Fanm Kaskad- Dubreuil, KOFAKAD.","Inter-American Foundation","17,825",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-204-49324",3
"US-EIN-300108263-GGProj:4567","Medical Supplies for Hospitals in Haiti","GlobalGiving.org","44,376","44,376","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A4567",3
"US-EIN-300108263-GGProj:6928","Change the World through Sustainable Job Creation","GlobalGiving.org","11,688","11,688","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A6928",3
"US-EIN-300108263-GGProj:11094","Education is Freedom for HHA's kids","GlobalGiving.org","16,685","16,685","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A11094",3
"US-GOV-21-HA-220-50329","Transformation Project of Cereal Products, Seed Bank and Technical Training in Rural Areas South East of Haiti.","Inter-American Foundation","50,000",0,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-220-50329",3
"US-GOV-21-HA-220-50327","Transformati on Project of Cereal Products, Seed Bank and Technical Training in Rural Areas South East of Haiti.","Inter-American Foundation","22,000","22,000","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-220-50327",3
"US-EIN-300108263-GGProj:4619","Help Families in Haiti Get Back to Work","GlobalGiving.org","4,321","4,321","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A4619",3
"US-EIN-300108263-GGProj:18789","To promote organized youth soccer in Haiti","GlobalGiving.org",390,390,"USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A18789",3
"XM-OCHA-CERF-14-UFE-OPS-001","Reinforcement of the response to cholera outbreaks in all Departments mainly in those considered high priority and support to the national coordination for cholera response in the Ministry of Health","United Nations Central Emergency Response Fund (CERF)","500,129","500,129","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-OCHA-CERF-14-UFE-OPS-001",4
"XM-DAC-41302-102828-3930-2014-HTI826","Protecting Children from Child Labour During the Early Recovery Phase (Part funded by Brazil)","International Labour Organization (ILO)","169,801","169,801","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-102828-3930-2014-HTI826",4
"GB-CHC-202918-HAIC83","Strengthening the human rights of Dominican/Haitian ancestry, Dominican Republic","Oxfam GB","13,048","13,048","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC83",3
"XM-DAC-41302-102718-1349-2014-HTI105","Haiti: Protecting Children from Child Labour during the Early Recovery Phase (USDOS Contribution)","International Labour Organization (ILO)","137,249","137,249","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-102718-1349-2014-HTI105",3
"XM-DAC-41302-33137 -3930 -2013-HTI826","Protecting Children from Child Labour During the Early Recovery Phase (Part funded by Brazil)","International Labour Organization (ILO)","110,580","110,580","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-33137%20-3930%20-2013-HTI826",4
"XM-DAC-41302-33137 -3930 -2012-HTI826","Protecting Children from Child Labour During the Early Recovery Phase (Part funded by Brazil)","International Labour Organization (ILO)","14,414","14,414","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-33137%20-3930%20-2012-HTI826",4
"CA-3-S065328001","Improving Maternal and Child Health Conditions in Haiti","Canada - Global Affairs Canada | Affaires mondiales Canada","688,875","605,941","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-S065328001",4
"XM-DAC-41302-31918 -1349 -2013-HTI105","Haiti: Protecting Children from Child Labour during the Early Recovery Phase (USDOS Contribution)","International Labour Organization (ILO)","293,289","293,289","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-31918%20-1349%20-2013-HTI105",3
"DE-1-201330919-0","Teacher training and improvement of primary education in 6 rural School, Diocese Les Cayes","Germany - Ministry for Economic Cooperation and Development","137,019","103,815","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-201330919-0",3
"XM-DAC-41302-31918 -1349 -2012-HTI105","Haiti: Protecting Children from Child Labour during the Early Recovery Phase (USDOS Contribution)","International Labour Organization (ILO)","454,910","454,910","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-31918%20-1349%20-2012-HTI105",3
"DE-1-200933077-0","Introduction of Agroforestry Systems in the 8th Community Section of  Platon/ Petit-Goave/Haiti","Germany - Ministry for Economic Cooperation and Development","233,733","174,016","USD","https://d-portal.org/ctrack.html#view=act&aid=DE-1-200933077-0",3
"US-EIN-300108263-GGProj:19029","Help Haitian Family Farmers Keep Their Lands","GlobalGiving.org","2,705","2,705","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A19029",3
"XM-DAC-41302-14890 -1305 -2012-HTI102","Enhancing Workers' Access to Labour Rights and Jobs in Haiti","International Labour Organization (ILO)","1,098,078","1,098,078","USD","https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-41302-14890%20-1305%20-2012-HTI102",3
"US-GOV-21-HA-215-49328","Establishment of a metalworking cooperative","Inter-American Foundation","22,228","22,228","USD","https://d-portal.org/ctrack.html#view=act&aid=US-GOV-21-HA-215-49328",3
"GB-COH-1762840-HTI720-JE01-01","Access to Safer Water and reduced waterborne diseases for 6600 people in remote Haiti","HelpAge International","149,093","149,093","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-COH-1762840-HTI720-JE01-01",4
"US-EIN-300108263-GGProj:7094","Provide a Safe Motherhood Kit","GlobalGiving.org","11,623","11,623","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A7094",3
"SE-0-SE-6-52040170-5204017001-H","CoS RRM 2010","Sweden, through Swedish International Development Cooperation Agency (Sida)","1,926,564","1,926,564","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040170-5204017001-H",4
"SE-0-SE-6-52040170","CoS RRM 2010","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040170",4
"SE-0-SE-6-52040373","Sw Church RRM 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040373",4
"SE-0-SE-6-52040373-5204037301-H","Sw Church RRM 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","2,087,111","2,166,243","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040373-5204037301-H",4
"XI-IATI-IADB-HA-L1051","New Technologies and Institutional Capacity Building in the Government of Haiti","Inter-American Development Bank","3,163,547","3,163,547","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-IADB-HA-L1051",4
"US-EIN-300108263-GGProj:18739","Training &amp; Equipment for Nutrition Workers: Haiti","GlobalGiving.org","15,375","15,375","USD","https://d-portal.org/ctrack.html#view=act&aid=US-EIN-300108263-GGProj%3A18739",3
"CA-3-M013861001","Asia/Latin America/Middle East - World Food Programme 2013","Canada - Global Affairs Canada | Affaires mondiales Canada","16,917,960","16,917,960","USD","https://d-portal.org/ctrack.html#view=act&aid=CA-3-M013861001",4
"SE-0-SE-6-52040381-5204038101-H","Swedish Red Cross/Internationel Federation        of the Red Cross 2012 - SRK/IFRC 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","20,586,888","20,586,888","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040381-5204038101-H",4
"SE-0-SE-6-52040381","Swedish Red Cross/Internationel Federation        of the Red Cross 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040381",4
"SE-0-SE-6-52040380-5204038001-H","Swedish Red Cross, Rapid Respons Mechanism 2012 - SRK RRM 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","10,922,109","10,922,109","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040380-5204038001-H",4
"SE-0-SE-6-52040380","Swedish Red Cross, Rapid Respons Mechanism 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040380",4
"SE-0-SE-6-52040356-5204035601-H","OCHA field coordination 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)","14,011,377","14,687,708","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040356-5204035601-H",4
"SE-0-SE-6-52040356","OCHA field coordination 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040356",4
"SE-0-SE-6-52040354-5204035401-H","OCHA field Coordination 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,135,666","13,633,701","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040354-5204035401-H",4
"SE-0-SE-6-52040354","OCHA field Coordination 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040354",4
"SE-0-SE-6-52040351-5204035101-H","MSF Regular 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,435,779","14,075,720","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040351-5204035101-H",4
"SE-0-SE-6-52040351","MSF Regular 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040351",4
"SE-0-SE-6-52040349-5204034901-H","MSF Regular Humanitarian Programmes 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,517,971","14,021,928","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040349-5204034901-H",4
"SE-0-SE-6-52040349","MSF Regular Humanitarian Programmes 2012","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040349",4
"SE-0-SE-6-52040331-5204033101-H","MSF regular 2011 - MSF-Sweden global 2011 to 2013","Sweden, through Swedish International Development Cooperation Agency (Sida)","13,435,779","13,435,779","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040331-5204033101-H",4
"SE-0-SE-6-52040331","MSF regular 2011","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040331",4
"SE-0-SE-6-52040210-5204021001-H","OCHA fieldcoord 2010","Sweden, through Swedish International Development Cooperation Agency (Sida)","10,946,388","10,946,388","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040210-5204021001-H",4
"SE-0-SE-6-52040210","OCHA fieldcoord 2010","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-6-52040210",4
"SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-30-1","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)","8,263","8,263","USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-30-1",4
"SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-30","Swedish Institute Scholarship Programmes","Sweden, through Swedish International Development Cooperation Agency (Sida)",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=SE-0-SE-24-SWEDISH-INSTITUTE-SCHOLARSHIP-PROGRAMMES-30",4
"IM-CR-024714B-JE14-130","Flooding","openmindedly",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=IM-CR-024714B-JE14-130",3
"IM-CR-024714B-JE14-039","Access to safe water and reduction of waterborne diseases","openmindedly",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=IM-CR-024714B-JE14-039",3
"IM-CR-024714B-GG14-045","Sustainable Solar Energy System for Maternity, Paediatric and Community Health Hospital in Northern Haiti.","openmindedly",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=IM-CR-024714B-GG14-045",3
"XI-IATI-EC_ECHO-ECHO/DIP/BUD/2013/94000","Humanitarian Implementation Plan (HIP) DIPECHO Caribbean","European Commission - Humanitarian Aid & Civil Protection",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FDIP%2FBUD%2F2013%2F94000",3
"XI-IATI-EC_ECHO-ECHO/DIP/BUD/2013/94002","Consolidating Haitian capacities for tsunami early warning and preparedness","European Commission - Humanitarian Aid & Civil Protection","670,737","621,489","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FDIP%2FBUD%2F2013%2F94002",3
"XI-IATI-EC_ECHO-ECHO/DIP/BUD/2013/94004","Projet de réduction des risques dans les zones urbaines","European Commission - Humanitarian Aid & Civil Protection","616,587","591,154","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FDIP%2FBUD%2F2013%2F94004",3
"XI-IATI-EC_ECHO-ECHO/DIP/BUD/2013/94006","Reinforcement of DRM capacities and resources of the Haitian populations","European Commission - Humanitarian Aid & Civil Protection","1,918,271","1,830,225","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FDIP%2FBUD%2F2013%2F94006",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91000","Humanitarian Implementation Plan (HIP) - Haiti 2013","European Commission - Humanitarian Aid & Civil Protection",0,0,"USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91000",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91004","Shelter/NFI &amp; Camp Coordination and Camp Management (CCCM) in areas affected by the impact of natural phenomena","European Commission - Humanitarian Aid & Civil Protection","1,251,911","1,129,614","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91004",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91005","Programme Tounen Lakay (Return Home Programme) Phase II","European Commission - Humanitarian Aid & Civil Protection","2,427,058","2,290,592","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91005",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91007","From Tent to Home","European Commission - Humanitarian Aid & Civil Protection","3,082,936","2,953,397","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91007",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91009","Supporting the Safe Relocation of Displaced People and Improving Host Community Resilience in the Metropolitan Area of Port au Prince","European Commission - Humanitarian Aid & Civil Protection","4,658,659","4,453,202","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91009",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2013/91012","Clear Camps - Secure Homes and Coordinate humanitarian actors","European Commission - Humanitarian Aid & Civil Protection","1,849,761","1,757,002","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2013%2F91012",3
"XI-IATI-EC_ECHO-ECHO/HTI/BUD/2014/91003","Cholera response in Haiti","European Commission - Humanitarian Aid & Civil Protection","863,126","842,765","USD","https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_ECHO-ECHO%2FHTI%2FBUD%2F2014%2F91003",3
"GB-CHC-202918-HAIC81","Sustainable improvement of manioc &amp; peanut value chains in N &amp; NE Haiti","Oxfam GB","1,483","1,483","USD","https://d-portal.org/ctrack.html#view=act&aid=GB-CHC-202918-HAIC81",3
